filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,label
classics.0030.wav,0.2902931272983551,0.09919685870409012,2398.8280549541623,2733.94238452031,5724.871840333164,0.07876225801189095,classics
classics.0031.wav,0.3674890995025635,0.08618171513080597,2987.5415972291853,2864.7642190404454,6344.7632968840635,0.14133419736078887,classics
classics.0032.wav,0.3058388829231262,0.11111600697040558,2458.818439712021,2686.1024181444313,5681.6555509987675,0.09214750851943156,classics
classics.0033.wav,0.3545287847518921,0.12930329144001007,3147.737141430739,2736.4638667356394,6454.690049032048,0.14922939928944315,classics
classics.0034.wav,0.32789066433906555,0.11143852770328522,2910.68442570813,2593.1032259059407,5953.780780978103,0.13334156576276102,classics
classics.0035.wav,0.3380601406097412,0.16708965599536896,3113.554888251905,2790.9646025622596,6520.538684110354,0.14233455082656613,classics
classics.0036.wav,0.33848559856414795,0.15373516082763672,3210.4434517085383,2736.4930827618086,6543.920445276247,0.1681704067575406,classics
classics.0037.wav,0.3838995099067688,0.1266888529062271,3368.1263688955178,2861.093612590846,6906.862334142981,0.16802142999564965,classics
classics.0038.wav,0.3666693866252899,0.11310112476348877,3064.482903431093,2759.4893352140602,6378.799247299159,0.1447057170823666,classics
classics.0039.wav,0.36666935682296753,0.13688549399375916,2588.6778847140363,2552.12551826428,5521.805241489632,0.10599441705336426,classics
classics.0040.wav,0.3794556260108948,0.1252414882183075,2822.774053900922,2692.1860903954694,6047.182923071346,0.11964420044228538,classics
classics.0041.wav,0.3493281900882721,0.12878811359405518,2863.9176456276646,2659.732417255779,5993.362405515879,0.13537172817575405,classics
classics.0042.wav,0.3815906047821045,0.12657447159290314,2608.3169471978267,2556.2068079131177,5566.045731900739,0.11270290295098608,classics
classics.0043.wav,0.3121814727783203,0.11704134941101074,3168.3058651751635,2724.0109973950666,6420.40429347629,0.15945894812209976,classics
classics.0044.wav,0.3780837059020996,0.12469516694545746,2890.503480297734,2559.685710186423,5867.747890534368,0.1503617359701276,classics
classics.0045.wav,0.372487872838974,0.14074712991714478,2948.405952803863,2664.4953078725853,6108.1478676497245,0.14779401102088166,classics
classics.0046.wav,0.34431517124176025,0.1444956362247467,3435.139557070926,2898.372131041427,6992.832773301551,0.17162066324680975,classics
classics.0047.wav,0.41800713539123535,0.13098765909671783,2932.159092945779,2630.191576999632,6028.222712895156,0.1521602196925754,classics
classics.0048.wav,0.303996205329895,0.06422906368970871,2328.4083234809623,2285.604514465494,4802.51631946962,0.11452970925174014,classics
classics.0049.wav,0.3177639842033386,0.08230817317962646,1986.53155196755,2191.562176557454,4304.879498758338,0.07901829411977958,classics
classics.0050.wav,0.29095524549484253,0.07874313741922379,2139.6994629494975,2125.972500961019,4391.237135884933,0.10781555883845707,classics
classics.0051.wav,0.28253600001335144,0.09097017347812653,1855.1825616647557,2061.4328985984425,3924.838448013341,0.07095372317285382,classics
classics.0052.wav,0.32097557187080383,0.07770746201276779,1876.9239803246553,2112.962411954649,3995.4458710212443,0.07381203777552205,classics
classics.0053.wav,0.36161044239997864,0.15933403372764587,3216.2652027059503,2742.0221067947764,6508.398154274217,0.1558449871302204,classics
classics.0054.wav,0.36218082904815674,0.14673390984535217,3174.4539162382707,2768.0350656281967,6468.616685623912,0.1619615311412413,classics
classics.0055.wav,0.3182913661003113,0.1686965525150299,3215.9432116752228,2796.2904951237037,6627.892443309527,0.14811348970417634,classics
classics.0056.wav,0.40131333470344543,0.14151830971240997,3335.2246768975083,2813.8944863983593,6724.442130175102,0.17261082058439675,classics
classics.0057.wav,0.3806918263435364,0.15159092843532562,3158.077782801249,2781.4797705126743,6513.331805802277,0.1541915150087007,classics
classics.0058.wav,0.3619334399700165,0.13474610447883606,2751.973090144907,2377.951732513997,5452.247000072506,0.14795035165313225,classics
classics.0059.wav,0.31563422083854675,0.22986863553524017,2444.7164339249985,2582.0855078980776,5444.1658037721145,0.08937076294228538,classics
classics.0060.wav,0.38272881507873535,0.19394992291927338,2893.605647349011,2661.497537587918,6076.410124528712,0.13895340142836426,classics
classics.0061.wav,0.3261297047138214,0.2279474437236786,2618.383004821793,2638.7443881026993,5690.611065291473,0.10045338783352668,classics
classics.0062.wav,0.3119606375694275,0.2414645254611969,2566.5961073819994,2681.258209482477,5717.83982562355,0.08662687155597448,classics
classics.0063.wav,0.3502821624279022,0.1003144308924675,3211.552165533039,2748.5955874075353,6446.771226073086,0.17082593169953597,classics
classics.0064.wav,0.34625786542892456,0.11499324440956116,2886.2479524917107,2681.28589657866,5915.5605944569315,0.13790263377320186,classics
classics.0065.wav,0.3320920467376709,0.11663629859685898,2998.3683735311674,2742.815048528149,6193.468813442575,0.14149563605713458,classics
classics.0066.wav,0.32615581154823303,0.11912667751312256,2959.0164450569982,2703.282080526292,6090.798900630801,0.14359150685179814,classics
classics.0067.wav,0.3364434838294983,0.13396070897579193,2940.7731635917958,2761.998463404848,6208.057433657193,0.131596328487529,classics
classics.0068.wav,0.3587873578071594,0.07504050433635712,3125.3304817928406,2958.54906677463,6759.052632413718,0.13315916835846867,classics
classics.0069.wav,0.3705383539199829,0.08983681350946426,2654.315230119002,2846.976082445232,6119.838748232671,0.09573144757830626,classics
classics.0070.wav,0.3540922701358795,0.0881202444434166,2839.8851602802456,2911.871214491436,6440.30127292996,0.11195122172273782,classics
classics.0071.wav,0.3519569933414459,0.0929296538233757,2956.940113689204,2837.293649490662,6405.915595317938,0.1360650648926914,classics
classics.0072.wav,0.29639437794685364,0.11401401460170746,2690.6408491027887,2771.9242764859223,6079.495218015879,0.10227736187645012,classics
classics.0073.wav,0.3323298990726471,0.11309762299060822,3012.4734505614497,2651.2243160050284,6139.098724577654,0.14851510386455916,classics
classics.0074.wav,0.3557266294956207,0.1360841542482376,2996.566856044496,2793.5305135485996,6419.305150857381,0.136483672600058,classics
classics.0075.wav,0.337175577878952,0.13011039793491364,3018.1088535149665,2767.1324745580755,6396.8851394830335,0.14418458164153133,classics
classics.0076.wav,0.362722247838974,0.10273414850234985,3155.697438172479,2639.4744802273144,6221.4469891966355,0.17580787322360789,classics
classics.0077.wav,0.3272249698638916,0.1436760276556015,3082.5827811900017,2854.463875721264,6608.7948403059745,0.13346958381670534,classics
classics.0078.wav,0.3655480444431305,0.06298652291297913,1969.9738000515317,2287.7701926648087,4275.927082955699,0.07462772803074245,classics
classics.0079.wav,0.3597739636898041,0.09092137217521667,2107.878166893854,2374.4004809605954,4627.890035890371,0.0811305920098608,classics
classics.0080.wav,0.3817180097103119,0.08736489713191986,2213.4628586160215,2405.892725951091,4857.798197097955,0.09372734193735499,classics
classics.0081.wav,0.3736293315887451,0.0965772494673729,2280.6589607179535,2501.9849775846596,5078.813295297999,0.08962340034077726,classics
classics.0082.wav,0.3603278398513794,0.09266191720962524,2000.4722300939247,2281.339718930634,4221.831779745505,0.08001694823085846,classics
classics.0083.wav,0.3049667477607727,0.07900261878967285,2244.807704931863,2630.1993177716076,5267.815864722303,0.08283334541763342,classics
classics.0084.wav,0.3064979910850525,0.11345458775758743,1915.8790029833904,2472.8313122544373,4490.996818808005,0.06271241933729699,classics
classics.0085.wav,0.30575239658355713,0.12562423944473267,1796.9115182664516,2380.0258204541374,4201.922310034803,0.057674399108178655,classics
classics.0086.wav,0.2932855486869812,0.10390593111515045,2160.89241773187,2583.691647154758,4944.1433439675175,0.07761292778422274,classics
classics.0087.wav,0.27213555574417114,0.12633420526981354,1980.6200780170802,2552.7893216767043,4634.85959931482,0.05978726344982599,classics
classics.0088.wav,0.40087181329727173,0.12268663197755814,3191.200392464398,2918.538123115428,6870.977825686992,0.15814534694025523,classics
classics.0089.wav,0.39755892753601074,0.14666898548603058,3336.5126843917724,3036.8744535570772,7230.09769590161,0.16668403784802785,classics
classics.0090.wav,0.370004266500473,0.14450488984584808,3220.493383479257,2924.5705919684874,6940.373693762688,0.16255460593097448,classics
classics.0091.wav,0.3664996325969696,0.14558017253875732,3298.2031822786885,2928.2953430751368,6993.23246152661,0.17645249510585848,classics
classics.0092.wav,0.4162171483039856,0.14122448861598969,3446.8087083881537,3047.624585727339,7334.141536987021,0.18078358378045242,classics
classics.0093.wav,0.35115253925323486,0.09357514977455139,2943.7199825364964,2473.9647658816057,5789.471449708164,0.16320659168358467,classics
classics.0094.wav,0.38820958137512207,0.13452324271202087,3017.5580548561875,2680.2762281407568,6206.483661271027,0.1568459070475638,classics
classics.0095.wav,0.3898535668849945,0.1085873693227768,3228.526536788292,2732.3909951009014,6484.928961309092,0.16963638341067286,classics
classics.0096.wav,0.39090481400489807,0.13618429005146027,3000.9709276154717,2706.274675083164,6279.626606456642,0.1475997181337007,classics
classics.0097.wav,0.32810667157173157,0.128767192363739,2675.307979313879,2423.564048884651,5447.875410110933,0.13605316940980278,classics
classics.0098.wav,0.37727972865104675,0.1709076464176178,2805.4690082620305,2569.7386530735853,5850.8735532827,0.14212949535962877,classics
classics.0099.wav,0.35058218240737915,0.15492326021194458,2571.246922039266,2496.9222499256816,5437.046357263269,0.12868646679234338,classics
classics.0100.wav,0.38212642073631287,0.16001570224761963,2686.384215994921,2587.443190882383,5680.356564267329,0.13481433983468677,classics
classics.0101.wav,0.342156320810318,0.15919427573680878,2740.8607431604946,2598.6956695469976,5811.179516431627,0.134516952762471,classics
classics.0102.wav,0.3430004417896271,0.14944492280483246,2700.9300005682794,2569.4156203832413,5681.443216629205,0.13324583544808585,classics
classics.0103.wav,0.4043576717376709,0.08062436431646347,3024.9238352035422,2876.2723767438015,6560.020386591865,0.129851091212297,classics
classics.0104.wav,0.35206636786460876,0.09434107691049576,2667.8840410142147,2719.2100156424262,6014.433469130656,0.10939539225638051,classics
classics.0105.wav,0.3937999904155731,0.08942796289920807,2758.6901600104325,2778.1720354867657,6147.467196789806,0.11204638558584687,classics
classics.0106.wav,0.4200120270252228,0.08719489723443985,2972.5762463919013,2857.7193207646615,6477.98437839871,0.12448113036542924,classics
classics.0107.wav,0.34110233187675476,0.09907719492912292,2736.8495630556986,2710.620474623403,6042.748881824608,0.11055038699970998,classics
classics.0108.wav,0.2598101496696472,0.07378482073545456,2929.6135604370443,2291.2251730899475,5484.52182424594,0.17218598190980278,classics
classics.0109.wav,0.3086377680301666,0.10137820988893509,2271.6879521716296,2259.921442235655,4647.000129150957,0.09762509516386311,classics
classics.0110.wav,0.24813538789749146,0.09807856380939484,2488.942072375371,2253.2363869008723,4916.365012325986,0.12722502175174014,classics
classics.0111.wav,0.2338554412126541,0.12562613189220428,2179.1702840153484,2184.937679562977,4523.733782491662,0.09104179506235499,classics
classics.0112.wav,0.2743169367313385,0.1070074513554573,2276.63420382923,2156.0067399511936,4521.9102049648345,0.11303824227813225,classics
classics.0113.wav,0.3585982024669647,0.055707093328237534,2507.056236829054,2307.1504243207146,4954.63515987529,0.12255462858903712,classics
classics.0114.wav,0.35773053765296936,0.09634807705879211,2807.2470607334135,2509.2799912139635,5725.621255755148,0.13526636818445475,classics
classics.0115.wav,0.3338388502597809,0.12295891344547272,2845.4585287630916,2424.045279330846,5609.424394576567,0.15375591375435035,classics
classics.0116.wav,0.3138951361179352,0.11345671862363815,2878.216333375116,2504.1688848881795,5788.484719402552,0.15294248930539442,classics
classics.0117.wav,0.37649086117744446,0.11323560774326324,2791.0717650810448,2549.3716126792297,5788.896897884643,0.13144791817720416,classics
classics.0118.wav,0.4245971739292145,0.1315782219171524,3677.898729406532,2719.9277422222117,6857.750643488979,0.21730498205481438,classics
classics.0119.wav,0.38906604051589966,0.14187327027320862,3494.2562377463505,2845.5641664304885,6923.1121585429955,0.17992201094837587,classics
classics.0120.wav,0.38475632667541504,0.13463079929351807,3593.917465729591,2853.157349903963,7011.2933731964185,0.18829586445040603,classics
classics.0121.wav,0.4021121561527252,0.129839688539505,3567.1424458338765,2820.0468107817164,6951.177766096288,0.19112529002320186,classics
classics.0122.wav,0.3819112479686737,0.12824182212352753,3554.984822024459,2883.4213456003104,7056.633006226436,0.18566639628045242,classics
classics.0123.wav,0.3368707001209259,0.13098925352096558,2144.393098032507,2124.894067684643,4392.0864733631815,0.10122546131815545,classics
classics.0124.wav,0.3418213427066803,0.12855641543865204,2516.298866463899,2353.306073938061,5122.716548769214,0.12913339707801624,classics
classics.0125.wav,0.3167599141597748,0.14416734874248505,2899.3997557887897,2332.357490898559,5530.960599894866,0.17810256851798145,classics
classics.0126.wav,0.3522302508354187,0.12467829883098602,2364.2903769353734,2351.066960050245,4990.294843704683,0.11103187083091648,classics
classics.0127.wav,0.36251136660575867,0.14717213809490204,2722.942335780414,2397.945815888446,5406.657561901827,0.1452885957439095,classics
classics.0128.wav,0.3655955493450165,0.07416199892759323,3348.568985391471,2664.548427156754,6525.859533606438,0.1983254558802204,classics
classics.0129.wav,0.3681688904762268,0.08858203142881393,3296.976874289864,2698.1910772818514,6541.285001042271,0.183828827399942,classics
classics.0130.wav,0.34655308723449707,0.10359588265419006,3029.6013550057733,2725.331286061486,6332.9974747589185,0.14079606837296985,classics
classics.0131.wav,0.36548441648483276,0.10375172644853592,3313.8780691614634,2776.3875337981062,6717.647430349115,0.17668474024796985,classics
classics.0132.wav,0.38567572832107544,0.1179116740822792,3120.127012050558,2761.904677309256,6494.25918331279,0.16319469620069604,classics
classics.0133.wav,0.38469398021698,0.09523718059062958,2262.082184289689,2132.1982284716905,4634.122674149869,0.11618374782482599,classics
classics.0134.wav,0.3638584315776825,0.13112576305866241,2067.4190097156848,2021.2166477765854,4212.526538255873,0.10409453850058005,classics
classics.0135.wav,0.33134520053863525,0.10381049662828445,2275.858134902559,2112.373696072003,4670.54426365828,0.12064512035962877,classics
classics.0136.wav,0.33302363753318787,0.12286414206027985,2261.228421446134,2142.2752204207286,4729.410845055105,0.11279863326566125,classics
classics.0137.wav,0.3758178651332855,0.1186411902308464,2206.943837785076,2112.8615279594073,4567.124935424521,0.10921242840052205,classics
classics.0138.wav,0.25065362453460693,0.12238306552171707,2105.0387234268533,1799.7424402511733,3979.445851761891,0.11380295189240139,classics
classics.0139.wav,0.26260071992874146,0.11782635748386383,1976.3251511505114,1815.3504779970801,3864.635409113979,0.09364010839617169,classics
classics.0140.wav,0.336084246635437,0.15474086999893188,2093.0948799146518,1930.6384229089144,3985.7409413065543,0.10824096396461717,classics
classics.0141.wav,0.3571508824825287,0.16575048863887787,2132.4745418223556,1982.340412474826,4151.936301388486,0.10941805031902552,classics
classics.0142.wav,0.3477848768234253,0.15632757544517517,2480.2287952856395,2059.1845747868497,4557.694791364559,0.14796564584541763,classics
classics.0143.wav,0.33247679471969604,0.055111534893512726,1563.4980486812408,1885.875199986599,3227.769693255148,0.0653690771824246,classics
classics.0144.wav,0.3140658736228943,0.11642349511384964,2398.2484663773025,2486.137587505723,5118.90702037413,0.10070432587732019,classics
classics.0145.wav,0.32135024666786194,0.12213508039712906,2985.299025274608,2728.500079826792,6221.4469891966355,0.14141463348317865,classics
classics.0146.wav,0.32837897539138794,0.11808183789253235,2633.3033875325445,2665.455556058302,5769.387116399,0.11359336481293504,classics
classics.0147.wav,0.2723767161369324,0.13041597604751587,2480.9876446177536,2548.3270066463924,5428.440570167489,0.1085060632975638,classics
classics.0148.wav,0.2230796217918396,0.1165102869272232,2671.1606875038265,2145.268001923225,5089.5424260894,0.16440860190690254,classics
classics.0149.wav,0.3159455955028534,0.1217845007777214,2827.8540769005326,2391.7472117267416,5676.646957928509,0.16266449753480278,classics
classics.0150.wav,0.31650424003601074,0.11210087686777115,2854.8276281070152,2450.651091684879,5814.801690971215,0.16116056862674014,classics
classics.0151.wav,0.2756173014640808,0.11486957222223282,2879.0461744454706,2202.278975175774,5348.353042071491,0.19011474042923435,classics
classics.0152.wav,0.2691842317581177,0.11289958655834198,2568.5918062518813,2308.1420509764184,5270.913448466502,0.13342766640081208,classics
classics.0153.wav,0.35127660632133484,0.09187562763690948,2949.913327033345,2546.3711019820935,5895.77602731656,0.1620935143561485,classics
classics.0154.wav,0.3187555968761444,0.08710640668869019,2598.2022967172275,2365.2810248720893,5295.319410709107,0.12721709142981438,classics
classics.0155.wav,0.35591205954551697,0.10975783318281174,3060.4652046409356,2621.0851600956066,6145.56867772078,0.169465315037703,classics
classics.0156.wav,0.3266030550003052,0.11950220912694931,2979.5242520797547,2626.143434214585,6109.259500525667,0.15860757141821347,classics
classics.0157.wav,0.34043049812316895,0.1121181920170784,3040.032335423302,2683.6971905046325,6276.47906168431,0.15783946309454758,classics
classics.0158.wav,0.3487013578414917,0.06934183090925217,2924.6827957051482,2683.744526044704,6035.941691741589,0.14397895972302785,classics
classics.0159.wav,0.3644047677516937,0.09570924937725067,2900.1301053663833,2701.2121837049954,6055.688788110861,0.13354378897186775,classics
classics.0160.wav,0.35377681255340576,0.08931052684783936,2908.401659746066,2651.4333942847343,5981.846388531395,0.12929540222592809,classics
classics.0161.wav,0.3392040431499481,0.09523274004459381,3048.158670309672,2723.7715316544554,6293.40335996411,0.14027493293213458,classics
classics.0162.wav,0.3506251275539398,0.10093862563371658,2828.732068515472,2672.9922717057425,5949.696466928292,0.12411406975058005,classics
classics.0163.wav,0.25275254249572754,0.07404870539903641,2573.4615587579237,2336.717867584676,5290.885369462369,0.1176599206061485,classics
classics.0164.wav,0.3370201885700226,0.09762070327997208,2659.643100259056,2408.4182125759644,5361.105594502248,0.13832633954466358,classics
classics.0165.wav,0.3833368122577667,0.12839454412460327,2641.5062386727354,2306.3993722210134,5129.67362193663,0.1426075804814385,classics
classics.0166.wav,0.3629312813282013,0.1390664279460907,2398.3624839786935,2224.385916039354,4801.479628135876,0.12645294826711137,classics
classics.0167.wav,0.3347334563732147,0.13943853974342346,2452.3948177739762,2267.5657157399555,4967.56257590451,0.12166529963022042,classics
classics.0168.wav,0.43064063787460327,0.05180540308356285,4109.617501952874,3178.226065511096,7929.052479471795,0.19140115193590487,classics
classics.0169.wav,0.38134992122650146,0.06255223602056503,3841.474025967438,3177.181174955699,7774.735353828306,0.16864226091212298,classics
classics.0170.wav,0.3270632028579712,0.06942484527826309,3688.6361068046235,3055.2189619993846,7387.150187835339,0.16327569877465198,classics
classics.0171.wav,0.4047660529613495,0.05538792535662651,4059.1074949774,3135.8088920381024,7829.679994516749,0.19375645754785384,classics
classics.0172.wav,0.3999539911746979,0.06559527665376663,3762.56749278136,3195.266109024871,7712.421461490357,0.14579726925029002,classics
classics.0173.wav,0.24026845395565033,0.14198037981987,1801.1678387875827,1596.3022725675212,3281.665152352813,0.11968385205191415,classics
classics.0174.wav,0.3115762770175934,0.13216854631900787,1871.2237641103848,1751.7846873079613,3454.24303377864,0.11680571164443156,classics
classics.0175.wav,0.34369826316833496,0.12883135676383972,1816.0149674120655,1806.102711351523,3440.2289653875437,0.09946436339907193,classics
classics.0176.wav,0.2352881133556366,0.1687280386686325,1946.10442279722,1632.9867941961443,3419.4326874274943,0.14088386836571926,classics
classics.0177.wav,0.2635784447193146,0.15965968370437622,1757.2733033306613,1690.6288166475772,3318.7986865121084,0.09516896117314386,classics
classics.0178.wav,0.3642709255218506,0.08052752166986465,2478.908010954345,1775.6796542988259,4263.8864751758265,0.17882706007105567,classics
classics.0179.wav,0.3225296437740326,0.1041983813047409,2316.712348075776,1796.8688419055795,4133.975311774942,0.14749719040023201,classics
classics.0180.wav,0.3656432032585144,0.10345672816038132,2428.3059037239727,1984.7941487202963,4535.736919500435,0.146027815037703,classics
classics.0181.wav,0.3567163944244385,0.09256579726934433,2606.5048533949825,1839.827159964972,4502.900033760513,0.18818483994344548,classics
classics.0182.wav,0.3329589068889618,0.1251840740442276,2498.1141337794415,1812.4423181455174,4364.133278123188,0.16256083689820186,classics
classics.0183.wav,0.4163690507411957,0.06544510275125504,3836.6655368458014,3174.3495149903706,7756.936737556192,0.1602304551551624,classics
classics.0184.wav,0.4161742329597473,0.07938805967569351,3930.4094000574505,3176.094324653681,7853.661288020229,0.17528503842807425,classics
classics.0185.wav,0.3777727782726288,0.0737149640917778,4060.9460526057633,3249.335643478802,8062.086207130946,0.16966697179524362,classics
classics.0186.wav,0.41809913516044617,0.07003620266914368,3956.470384143564,3216.941620536569,7952.933850919011,0.16740003262761022,classics
classics.0187.wav,0.41443589329719543,0.08082692325115204,3925.568729016261,3174.7209085322347,7860.805715043141,0.1771605595635151,classics
classics.0188.wav,0.30386874079704285,0.1346329152584076,2862.8995063210214,1790.3196346965826,4733.75745450261,0.2234492821925754,classics
classics.0189.wav,0.37569504976272583,0.09894662350416183,2685.4253075028773,2057.1790529591394,4906.647592354263,0.17673855314675174,classics
classics.0190.wav,0.3311915099620819,0.11248830705881119,2711.701821384219,1935.2394964927607,4705.9416520899795,0.19372133755075405,classics
classics.0191.wav,0.3207528293132782,0.10629459470510483,2458.485847427193,2079.3031632662423,4782.494437445621,0.14248975855568446,classics
classics.0192.wav,0.3192351758480072,0.11697666347026825,2464.043337677011,2091.7959674663875,4815.456225755873,0.13865488145301624,classics
classics.0193.wav,0.23739834129810333,0.03167087957262993,2737.9860397403636,2574.304269130594,5695.232460393707,0.12081165712006961,classics
classics.0194.wav,0.2714150547981262,0.03416586294770241,2705.9586975292095,2582.658087719984,5601.230785962877,0.1265747353538283,classics
classics.0195.wav,0.40355274081230164,0.05641312524676323,3627.703562334399,3151.213676226356,7511.140969402552,0.14210966955481438,classics
classics.0196.wav,0.39549753069877625,0.05606613680720329,3723.5651113378044,3160.524477130146,7588.767916863037,0.14840238000290024,classics
classics.0197.wav,0.3715730607509613,0.061736974865198135,3609.935707149649,3105.9581314734864,7411.755994190473,0.1519160790675754,classics
classics.0198.wav,0.4247879683971405,0.06464413553476334,3619.288060801461,2946.32716508433,7169.132751323231,0.1964255773274362,classics
classics.0199.wav,0.38823413848876953,0.06840991228818893,3430.616694907428,2979.2055028684786,7055.558844121592,0.15525587750145012,classics
classics.0200.wav,0.40681928396224976,0.06478310376405716,3565.099118705704,2935.861210138258,7117.597950804814,0.1910499519649072,classics
classics.0201.wav,0.3474511504173279,0.06978621333837509,3402.606841908337,2940.559596257011,6927.333865420171,0.14760255039153133,classics
classics.0202.wav,0.3641381561756134,0.057512227445840836,3460.5466573827007,2928.6767924689243,6978.156721287703,0.16951063116299303,classics
classics.0203.wav,0.3009210228919983,0.10152368247509003,3193.7027483661195,2108.953906096809,5480.712295850855,0.2179252465197216,classics
classics.0204.wav,0.3658967912197113,0.11373667418956757,3089.8395408034726,2241.427677496061,5490.342284023347,0.20073344148781902,classics
classics.0205.wav,0.3388279676437378,0.13454605638980865,3105.6577109617447,2147.8769760546857,5394.404619752393,0.1989321255075406,classics
classics.0206.wav,0.33341580629348755,0.13856454193592072,3023.833005313637,2201.5930399677436,5385.723891114414,0.1896343895011601,classics
classics.0207.wav,0.3482635021209717,0.13206060230731964,2800.376969850797,2163.1183331004536,5085.920251549812,0.16850121447215777,classics
classics.0208.wav,0.29009369015693665,0.10343904048204422,2499.9687183051383,1797.0711533518117,4382.306602106293,0.16821345707656613,classics
classics.0209.wav,0.37797513604164124,0.09866484999656677,2446.9532097831107,1877.9830987651583,4320.2674954230715,0.1646113915675754,classics
classics.0210.wav,0.3471555709838867,0.11235488206148148,2405.2707039547245,1939.9587114964193,4413.919442656975,0.14562506797418792,classics
classics.0211.wav,0.3375018537044525,0.12147966027259827,2704.1139246698963,1898.0924622516159,4721.579453895374,0.18612408914588166,classics
classics.0212.wav,0.2912450134754181,0.14472831785678864,2456.4077961213634,1853.5800528163113,4367.867864976073,0.16021402805974477,classics
classics.0213.wav,0.3758222758769989,0.12618598341941833,2998.564472425744,2048.2397861724817,5132.071751286978,0.19617973734773783,classics
classics.0214.wav,0.3663085699081421,0.12467574328184128,2834.9853795221056,2137.5219447105283,5083.684495540893,0.17466930557569604,classics
classics.0215.wav,0.3869059979915619,0.12945526838302612,3020.038520004502,2083.7568288156285,5180.184221378336,0.2033198593387471,classics
