filename,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc9,mfcc10,mfcc11,mfcc12,mfcc14,mfcc15,label
classics.0014.wav,-45.89978027,71.58383942,24.60419083,46.02611542,-4.159254551,18.48698997,-20.75213051,-14.67888546,1.266617537,-10.56151867,-2.706905842,0.364187509,-8.461941719,classics
classics.0015.wav,-47.9324379,75.87233734,20.44035912,47.09128189,-4.170907974,19.11212158,-19.29205322,-14.29315662,2.586519718,-10.74240971,-2.289567471,-2.401259899,-9.683077812,classics
classics.0016.wav,-44.20005798,61.70613098,2.644262791,48.6528511,-1.807216167,17.84462929,-5.440377712,-13.80346584,1.802392244,-10.91262913,-6.359161377,-0.532227278,-6.345631599,classics
classics.0017.wav,-48.32757187,73.27291107,21.53345871,42.16579437,1.500204325,14.35294056,-18.48145294,-16.82372665,0.433665961,-9.187101364,-4.53379488,-0.154623121,-9.408331871,classics
classics.0018.wav,-172.0045471,88.18450928,-22.84305954,39.38963699,-5.42429781,13.9710083,-22.33333206,-17.20684433,0.382917851,-7.027395725,-3.23164916,-2.160885572,-7.904892921,classics
classics.0019.wav,-198.7590942,96.88602448,-22.65768623,37.74259186,-7.538499355,8.75931263,-24.79704666,-18.59473038,-8.465087891,-10.76808548,-3.208457947,-7.033204079,-12.31424713,classics
classics.0020.wav,-141.3700409,90.75505829,-24.07397842,36.70045853,-14.71384239,6.384320736,-20.58111191,-19.38737679,-2.054953337,-13.01355362,-2.061712265,0.981655777,-8.870689392,classics
classics.0021.wav,-139.4420013,67.58665466,-18.85050392,35.63695526,-7.785974026,18.42308807,-9.642162323,-18.74594879,-1.538586855,-4.024136066,2.548989534,-4.751782417,-5.422158718,classics
classics.0022.wav,-133.7725525,89.00387573,-20.24258614,31.83387947,-12.89836979,8.086040497,-19.82306099,-18.70590782,-4.048868179,-10.76209927,-3.226112127,-0.004328186,-11.70013618,classics
classics.0023.wav,-100.8815689,65.9156723,-21.70951653,29.09666443,-1.534081936,9.755986214,3.559351206,-2.165336609,5.884431362,-5.11695528,-3.702977657,1.297147751,-6.867599964,classics
classics.0024.wav,-54.35925674,81.91619873,-10.99134541,13.36266613,-7.755247593,0.331592083,-0.467158705,-6.182090282,1.402730942,-3.333458662,0.69861263,-0.670412421,-14.89855957,classics
classics.0025.wav,-68.10644531,79.83411407,-7.502747059,15.67571926,-0.592616558,2.061788082,-1.034048319,-5.082967758,1.678895593,-3.143364906,0.512304783,0.865497231,-10.72654247,classics
classics.0026.wav,-68.60523224,81.53318787,-8.278453827,22.26704025,6.085564137,2.444027901,4.370492935,-6.044567108,-1.505108237,-5.021939754,2.778841972,-1.067059278,-10.81092262,classics
classics.0027.wav,-78.71565247,96.82941437,-14.26128101,19.60966492,4.517428398,0.741297483,-2.836188555,-3.148423672,-2.577374458,-2.984409571,-0.081827253,1.821532488,-6.121834755,classics
classics.0028.wav,-166.4042969,67.2197113,4.0283494,23.63672256,14.52321815,16.98880196,0.112701058,-9.945322037,7.630295277,1.091142178,4.63384676,-1.313942432,-8.204051971,classics
classics.0029.wav,-172.8800812,79.72712708,10.06592846,22.56658363,9.961004257,12.38669109,-3.757432938,-10.07221699,2.146910667,-9.798658371,-2.922731876,0.494737536,-12.09033394,classics
classics.0030.wav,-164.0764618,82.79354095,15.45723152,23.6265316,5.052131176,7.589729309,-6.597421169,-9.75774765,1.856352091,-7.696248055,-0.963450491,1.810528517,-9.264545441,classics
classics.0031.wav,-187.5795441,63.72203827,17.355299,19.52028084,21.95904732,20.73061371,0.368870854,-1.373296142,8.852898598,-2.506131649,3.434957743,2.309622526,-4.617257118,classics
classics.0032.wav,-139.3299103,81.85031128,7.969721317,19.63739586,1.885394812,8.616148949,-5.292553902,-7.985152245,6.21990633,-4.565378666,4.252046585,-1.820184946,-8.289146423,classics
classics.0033.wav,-108.5487747,55.55317688,-2.21256423,31.11214447,3.949599981,8.770282745,0.062931351,-0.555810213,5.088841915,-3.58638525,-3.047449112,-4.485266685,-8.026806831,classics
classics.0034.wav,-129.0501556,59.81091309,-8.561784744,36.74124908,3.209583044,11.59076405,-2.280625343,0.19748421,5.420359612,-0.654442906,-0.368415296,-6.573615074,-9.025374413,classics
classics.0035.wav,-63.79223633,56.42551804,2.519197702,27.62611961,-3.002081156,7.07972765,-1.138581038,-5.839449406,4.215570927,-3.209194183,-2.473130703,-1.31504333,-7.893855572,classics
classics.0036.wav,-78.43900299,48.5771637,-4.558156967,28.05274773,3.429676771,11.26774883,-3.763844013,-5.620284081,3.672027349,-3.359753132,2.262322426,0.304848224,-7.628381729,classics
classics.0037.wav,-94.53993225,45.99126434,3.429573059,30.24766159,5.686908722,9.534403801,-1.801145792,-3.219349623,4.207308292,-4.349298,-3.635608435,-0.379504889,-5.894379616,classics
classics.0038.wav,-133.8360596,56.73508835,2.05433774,32.09825134,5.802893162,8.433228493,1.843290806,-2.570128441,4.888633251,-3.597661018,-2.143739462,0.650585473,-4.986889362,classics
classics.0039.wav,-100.434494,77.92524719,-6.474722862,33.1460228,3.952912092,7.65892601,-2.837823868,-5.667870045,2.037875414,2.427919626,2.78186512,1.36910069,-9.628005981,classics
classics.0040.wav,-106.8772278,69.15083313,-0.593068361,29.99782562,6.755888939,9.646069527,-2.790552616,-4.186992168,2.181322575,1.596923113,1.202980161,1.369508028,-6.608273029,classics
classics.0041.wav,-109.2123489,65.09963226,-3.918152094,32.61800003,6.861245632,6.202296257,-0.979594648,-0.883225441,7.380711079,-1.396989346,-2.080301046,-1.298747301,-7.583780289,classics
classics.0042.wav,-103.2583618,77.2334137,-9.277838707,31.6830864,5.87426281,7.409626484,-5.060173988,-4.039347649,3.033741713,1.129787683,0.447222561,1.236307502,-7.72602272,classics
classics.0043.wav,-124.9196167,56.80415726,-0.491474897,25.97107697,-6.487025261,8.042847633,1.165616155,-2.080678225,3.911726236,-5.130141258,-2.056983709,-4.061112404,-7.299098969,classics
classics.0044.wav,-98.01152802,67.85803223,-13.16526985,28.28159904,1.327522755,8.176270485,-3.182463169,-6.785823345,0.966036618,-0.318777263,2.703510523,-1.638630629,-7.960882187,classics
classics.0045.wav,-81.45441437,67.0874939,-6.653652191,24.94632339,0.690512419,6.861485481,-2.672910929,-7.147611141,3.035590172,0.937410057,2.870106697,-1.086702824,-8.250055313,classics
classics.0046.wav,-83.10415649,50.55584717,5.994668961,23.40513229,-3.537690639,5.397379398,1.624438643,-1.777608752,2.788624048,-6.364348412,-2.052149057,-2.799611568,-8.182290077,classics
classics.0047.wav,-85.9906311,68.0652771,-9.802088737,24.86465263,2.46130681,8.505301476,-5.191488266,-7.259689808,3.205262899,3.576141834,4.613836765,-0.519282043,-9.651809692,classics
classics.0048.wav,-196.1027527,78.93972015,-11.56189919,33.78303909,-10.56482887,19.65186882,-2.183692217,-13.415658,0.040345795,-3.163799286,3.897979736,-0.101968415,-5.811954021,classics
classics.0049.wav,-174.0388947,99.84369659,-8.01789093,32.09889603,-10.56577682,15.66864204,-9.953269958,-20.09368134,-1.457932711,-3.886109829,0.61438185,-0.093794912,-8.658596992,classics
classics.0050.wav,-170.9227753,94.77164459,-19.6291523,31.71004868,-13.01930141,14.32984543,-12.60702801,-13.45619869,1.056016564,-8.349162102,-3.345656633,3.150332928,-6.641037464,classics
classics.0051.wav,-177.1483459,105.3548431,-18.12273216,32.78734207,-6.153877735,9.112556458,-11.35692787,-22.32462502,-3.593525887,-4.908981323,-1.811893344,-0.176325038,-9.798694611,classics
classics.0052.wav,-187.0131989,105.3814011,-11.13358879,30.86868286,-7.978522301,13.78073788,-12.02060509,-17.24979591,-2.211873293,-5.06862402,1.08435607,-0.829152524,-6.817583561,classics
classics.0053.wav,-62.28447342,53.12724686,-4.108847618,27.97673607,-2.873076439,13.14104176,-7.642569065,-5.143283367,6.175347805,-0.567709684,2.661897421,-0.117703393,-8.088282585,classics
classics.0054.wav,-65.26850128,58.41664124,0.630809188,32.2902832,1.856541634,3.766853094,-6.3453722,-9.795036316,2.258475304,-5.739153385,-2.400631666,4.729685307,-8.498636246,classics
classics.0055.wav,-47.55456161,53.97685623,-1.006961465,27.45819092,-2.650020361,9.92201519,-7.230496407,-8.010452271,2.741506577,-2.698371172,3.228181601,2.830223799,-5.626557827,classics
classics.0056.wav,-61.72111511,51.68877029,-0.512505114,26.72777748,-0.350987554,9.808707237,-6.276741028,-7.026011467,4.26544857,-1.553313017,3.038245678,0.64648807,-8.975831032,classics
classics.0057.wav,-59.08979797,58.98678589,-0.212129027,26.69592857,1.411548018,7.184049606,-6.361888885,-10.80356121,1.691256166,-4.641065121,-0.240691081,1.10518086,-10.11711884,classics
classics.0058.wav,-118.6408844,60.65994263,-17.85044479,47.15317154,-3.348536968,20.38646317,-1.776260972,-9.639830589,-3.43590498,-9.775352478,2.548782825,1.992858768,-2.441475153,classics
classics.0059.wav,-73.25854492,77.71527863,5.765033722,39.21986389,8.417535782,13.34340572,-2.144695282,-7.539834976,-1.798244953,-7.740292072,0.272925884,-0.455984384,-8.584317207,classics
classics.0060.wav,-67.70832062,61.50024414,0.932449102,42.29909515,4.761649609,16.90939522,-0.607191205,-4.245932102,-1.32965982,-4.541582584,2.879998684,1.35519433,-4.657787323,classics
classics.0061.wav,-58.08393478,71.76905823,2.636579514,39.65986252,10.07892132,12.38366413,-2.922970533,-5.801006794,0.433459371,-6.034002781,0.905576408,-1.205400467,-8.76970005,classics
classics.0062.wav,-73.90055084,72.22885895,11.92057991,40.45210648,11.13503742,13.21030998,-1.525384307,-6.427571774,-3.06131959,-10.28600216,-0.575334191,-1.510775566,-9.614285469,classics
classics.0063.wav,-144.2796021,55.11542892,5.016690731,23.12948608,0.454543084,15.64680767,1.193724751,-5.02915144,-0.553174794,-5.720962524,4.430223465,-2.056614876,-3.93273592,classics
classics.0064.wav,-121.5598526,72.57103729,5.9758358,25.15174103,3.24494195,7.948937893,-5.726016998,-5.48721838,0.012378666,-5.662998676,-1.313687444,3.636763573,-8.177521706,classics
classics.0065.wav,-116.5710526,67.1782074,5.096468925,25.70711327,5.073847294,8.956250191,-7.013274193,-5.24474287,-1.835848689,-7.65052557,-0.47991392,2.894291162,-8.836006165,classics
classics.0066.wav,-118.6595306,69.47360992,6.834240913,17.18452263,-5.467525482,12.15329075,-0.692891181,-5.118262291,-2.666677237,-7.243563175,1.374409795,1.505443215,-6.89111948,classics
classics.0067.wav,-98.50543976,68.69274139,6.381256104,23.72560501,0.851764202,9.046526909,-6.978979588,-7.836841583,-1.076123834,-5.714025974,0.552896798,5.709855556,-7.197112083,classics
classics.0068.wav,-185.8957977,55.31235886,27.41363716,41.77422714,15.12239075,-0.763286352,-5.400180817,-7.154405594,4.339063644,-1.442372441,1.302284479,1.493234038,-11.95260143,classics
classics.0069.wav,-170.1320343,70.98510742,25.93654633,44.16428375,20.15632629,-1.135142922,-9.262036324,-7.622500896,2.416184425,-1.156798482,-1.116063952,3.280731201,-12.14813805,classics
classics.0070.wav,-166.6000977,67.39463043,29.4442482,41.76540375,15.69878292,-4.208835602,-11.85451794,-8.288801193,4.132683754,-0.487367094,-0.103092767,4.044197559,-10.78032112,classics
classics.0071.wav,-156.2981415,61.34265518,21.34122658,42.66095352,9.681542397,-4.289747238,-9.5515728,-7.160799026,-0.385182649,-4.660760403,-0.137580037,1.112993479,-9.881936073,classics
classics.0072.wav,-132.5202637,69.22975159,13.03160954,37.35842514,20.15077209,-0.56922543,-23.24517632,-6.658859253,0.284106582,-6.191197872,-2.612601519,4.335668087,-13.62683105,classics
classics.0073.wav,-110.8932877,59.07546997,-5.619134903,20.50014114,-11.45157719,11.11671829,-5.733549118,-9.74021244,0.92756176,-4.2274189,-1.199340224,0.726244152,-5.169738293,classics
classics.0074.wav,-81.31195831,63.36502075,5.209003448,26.6624279,-1.74611783,10.91712093,-8.317019463,-12.94111633,-3.83584404,-4.613786221,1.70490253,4.470720291,-9.736581802,classics
classics.0075.wav,-87.99039459,64.14188385,4.088839531,20.72566795,-9.728207588,10.05342007,-10.51360512,-10.92189884,3.178320169,-1.321422338,1.161813736,0.967906535,-10.22693729,classics
classics.0076.wav,-114.5539246,53.22363663,-7.548312664,27.43423462,-3.555955887,9.769893646,-8.37521553,-9.43612957,-0.389872283,-4.360263348,1.948644042,3.273600578,-5.945643425,classics
classics.0077.wav,-78.54973602,61.08530426,6.587926865,21.76929283,2.043216467,8.705811501,-13.31609821,-8.82565403,-0.802333236,-2.601458073,0.013527235,2.599167585,-9.877892494,classics
classics.0078.wav,-223.7722931,100.4027863,-3.632310152,29.67830086,8.923974037,9.57634449,1.537715793,-11.22990417,2.013807297,-3.721327543,-0.433353305,-0.10793338,-13.464674,classics
classics.0079.wav,-154.9318848,101.4560471,-5.427824497,30.03284073,5.10180378,8.718022346,-3.148930788,-10.54826641,4.840250492,-4.509580612,3.944862127,0.6886006,-13.44992161,classics
classics.0080.wav,-159.2814026,96.29865265,-6.480756283,34.01535416,5.157750607,11.19117069,-1.145028234,-7.30044651,2.695672512,-6.572199821,3.172884941,-1.547717333,-11.89437008,classics
classics.0081.wav,-139.5366821,95.6061554,-1.833341837,30.1376667,4.982034206,8.327707291,-3.748649836,-11.67063904,-0.458587974,-3.991929293,2.884274006,1.326055527,-12.51492977,classics
classics.0082.wav,-154.6919556,108.3254242,-9.016566277,25.73774719,0.789037764,3.7646842,-4.066076756,-13.77155685,5.405548573,-1.919165611,4.139666557,3.329724073,-13.50281143,classics
classics.0083.wav,-230.4899445,103.6887131,26.08396339,-1.53567934,26.04281044,22.18218422,-10.24732971,-16.02457237,3.212134361,-0.718629658,-6.956099987,2.273786545,-9.697595596,classics
classics.0084.wav,-198.8669281,123.3173904,30.07446289,-1.952092648,25.22893715,8.18614769,-5.364918232,-18.62970352,4.462375641,-3.042361498,-6.961480618,-2.096229076,-17.54099274,classics
classics.0085.wav,-189.1080017,125.0924835,25.5076561,-0.977356791,24.35718155,9.812766075,-6.43277216,-17.72501755,3.057697058,-5.513275146,-4.592040062,-2.267075539,-14.84055328,classics
classics.0086.wav,-196.3915253,111.8967819,22.79931831,-1.424651504,27.94153404,11.08153343,-8.794042587,-16.03270721,6.736909866,-2.289288998,-7.579906464,0.271795958,-10.16417503,classics
classics.0087.wav,-184.0428925,115.6188354,25.67185593,3.273269892,32.68216705,2.698320866,-13.45657921,-14.15315056,5.488437653,-8.255062103,-5.289201736,-0.848446965,-12.25352573,classics
classics.0088.wav,-103.8360214,58.74087143,4.819369316,22.12438393,1.606460094,5.29825592,-1.723871231,-8.529548645,-0.368112087,-4.430032253,0.069746919,1.019433975,-9.22672081,classics
classics.0089.wav,-62.40977478,55.08313751,13.45580006,23.09009361,4.614376545,6.171160221,-4.104192734,-6.958045006,0.328479856,-5.457700729,0.740576804,0.716873586,-7.549650669,classics
classics.0090.wav,-64.84712982,57.03725052,6.238430977,22.98463631,-0.273296893,4.847692013,-5.048025131,-5.922831059,1.532769084,-8.380459785,-1.67118454,1.767362356,-7.294776917,classics
classics.0091.wav,-62.8699913,53.62441635,6.283255577,24.17930984,1.244563818,4.155917645,-5.054130554,-5.754247189,0.578977108,-8.83823204,-2.242128134,1.40602839,-6.730513096,classics
classics.0092.wav,-68.46025848,50.2987709,12.61915493,24.70607948,7.327754498,6.354355335,-4.985946178,-6.972055912,-1.613319159,-7.647886753,-0.295116961,1.239108324,-8.631954193,classics
classics.0093.wav,-134.6019592,64.43932343,-22.21656609,28.30410385,-0.283780903,14.83307362,-4.174220085,3.519390106,9.209628105,0.093741082,1.45272541,-3.110013723,-5.168020248,classics
classics.0094.wav,-77.84558105,65.4691391,-3.230918407,31.60721397,5.829295158,5.352786541,-4.980914116,-13.86787224,0.427868187,-5.496098995,0.511265397,5.196485043,-12.09852886,classics
classics.0095.wav,-96.809021,55.6567421,-7.101693153,22.13286781,1.787169456,16.03632355,0.923202336,-3.741872311,1.975106597,-7.966511726,1.220608234,3.782231092,-4.606122494,classics
classics.0096.wav,-75.26537323,63.60243607,-5.400360584,32.30598831,10.66983795,8.718574524,-7.656089306,-11.51831722,0.904901445,-5.914373398,-0.327577442,2.096255779,-7.636845589,classics
classics.0097.wav,-104.4550247,74.20350647,-19.20919037,26.54857063,-2.573400974,7.665193558,-5.22287941,-12.93277264,-0.995429993,-6.84942627,-0.28858003,4.644446373,-7.662754059,classics
classics.0098.wav,-59.85019684,72.37786102,-7.829367638,28.36689758,-9.931725502,11.27748489,-10.10174751,-0.856221974,1.564668059,-3.482046127,2.556725025,-1.299438238,-8.100416183,classics
classics.0099.wav,-66.55942535,84.3592453,-8.657617569,26.74275208,-7.396890163,4.27650547,-12.40982533,-8.766850471,1.824946404,-1.997036934,0.503813684,0.431310534,-12.39314079,classics
classics.0100.wav,-50.46769714,80.0135498,-4.004379749,27.37308693,-4.298241615,5.044908047,-10.47032738,-10.74937057,-0.944009662,-2.124624491,1.389650226,0.39276123,-13.1644659,classics
classics.0101.wav,-54.55937195,75.73137665,-5.829828739,26.43610954,-5.264753342,8.57444191,-12.18457222,-8.548971176,0.495040655,-1.762355924,5.244846821,3.731861591,-8.878709793,classics
classics.0102.wav,-69.15023041,78.09632111,-3.828501225,27.77905846,-6.924891949,5.342689991,-12.84266472,-5.608675003,3.745478868,-2.356329441,-0.454134732,0.854116082,-10.16159916,classics
classics.0103.wav,-180.809967,51.45365143,17.11683083,44.92375946,28.35530281,35.90138626,-15.54159832,-7.680976868,8.30862236,-4.619168758,8.230015755,-5.675314426,-3.674231529,classics
classics.0104.wav,-162.0861053,65.15197754,12.0991497,45.23054886,30.43325806,19.56715775,-28.02030182,-5.448902607,7.989802837,-4.712484837,11.45407867,-2.999689102,-2.690979958,classics
classics.0105.wav,-167.1291351,61.80732346,18.58555412,51.37363052,29.91937828,22.96047974,-26.95542717,-4.709032536,6.888020515,-5.855019093,8.387817383,-1.591531754,-3.57948947,classics
classics.0106.wav,-172.773056,52.41107178,14.33133316,44.06203461,29.05632401,34.0273819,-13.06213093,-9.206550598,7.828672409,-3.384708405,11.51045513,-2.77797842,-3.613283157,classics
classics.0107.wav,-155.0812683,59.91020203,10.04468632,51.81987,31.64801407,16.74991798,-31.19276619,-2.930086613,6.114988327,-7.116154194,10.30729961,-1.944966674,-6.466311932,classics
classics.0108.wav,-168.0749359,53.40562057,-23.12685394,30.95252228,-14.69761658,21.05605316,-5.582612514,-5.390452385,7.38485527,-3.799747705,3.747814417,-3.976804256,-6.004393578,classics
classics.0109.wav,-148.5607452,86.29402161,-12.25482845,38.46512985,-9.140666008,6.532392025,-11.97799015,-22.13095856,-0.098253116,-8.248601913,-3.720910788,-4.151746273,-12.38014793,classics
classics.0110.wav,-153.7331085,74.62190247,-16.16148567,31.87979889,-13.45053101,15.76804447,-8.576359749,-17.16076279,3.241613865,-2.299301386,1.266744852,-2.3971591,-10.66849518,classics
classics.0111.wav,-144.3717957,84.18398285,-19.48150063,27.64650726,-21.7427578,7.49077034,-14.47882557,-19.4782753,1.499154687,-7.028991222,0.903351724,-2.248162508,-12.20178032,classics
classics.0112.wav,-142.2031555,88.71376801,-19.84904671,31.74646378,-14.83676815,10.35998917,-12.29594421,-19.80677795,0.571170747,-9.612729073,-1.118138433,1.380766034,-10.21217251,classics
classics.0113.wav,-206.2240601,79.82316589,-26.32790375,29.05163383,3.411952972,5.775290012,0.304007769,-3.955452442,8.652797699,-1.832019925,-0.890804589,-0.063361429,-5.4921875,classics
classics.0114.wav,-128.8700867,69.49019623,-19.06084633,27.49362373,5.78312397,9.700757027,4.93800354,0.660028279,6.563307285,-3.561070442,-0.494990855,4.420080662,-2.466318846,classics
classics.0115.wav,-106.4338913,62.00293732,-26.57271194,37.91846085,11.7449789,5.144329548,1.080187321,-0.374784887,4.586857319,0.08474271,9.981606483,5.924603939,-5.150821686,classics
classics.0116.wav,-118.01474,64.1512146,-18.47800636,32.72893143,1.866017818,8.884999275,10.65356255,1.951109052,11.02557373,-2.763111353,-2.086407185,-4.45375967,-3.94216609,classics
classics.0117.wav,-107.2159958,69.84574127,-16.69159698,31.43331909,6.952095032,9.06754303,-0.115055516,0.804769099,6.028655052,0.141280532,4.907418728,4.462087631,-3.903491974,classics
classics.0118.wav,-100.9637146,29.93972969,-13.80419827,36.78303528,0.599995792,6.629426956,1.009502053,-4.402897835,-2.071779966,-7.654556274,-2.114103556,-3.957311869,-7.878900528,classics
classics.0119.wav,-70.04322815,43.51224518,-3.590957642,27.88793373,0.800049424,10.09041023,-6.362849712,-11.96557522,-2.787637949,-4.2374053,-1.805135727,-0.684219837,-9.9885149,classics
classics.0120.wav,-81.07671356,37.70581055,-3.353235245,30.42259979,0.516331136,9.691335678,-2.289661407,-9.61757946,-1.757558107,-6.128620625,-3.235402584,-0.908283651,-8.676071167,classics
classics.0121.wav,-80.34414673,36.81938934,-7.476550102,30.87315559,2.807560921,10.93962002,-2.475028038,-10.7246294,-2.455111504,-7.596531868,-3.457100868,-2.662692785,-9.671151161,classics
classics.0122.wav,-82.93126678,40.23598862,-2.775914669,25.82870865,2.835802078,8.593167305,-8.241293907,-10.16941547,-1.485077381,-4.953510284,-3.101262331,-2.144227028,-9.299166679,classics
classics.0123.wav,-156.5389709,77.52468109,-13.73839664,56.85739899,7.78587389,35.22286606,8.297081947,7.461618423,11.67893791,1.585039496,6.843302727,4.382939339,-1.279292583,classics
classics.0124.wav,-82.15924072,80.23479462,-14.26183987,41.55040359,-7.486389637,14.12832165,-7.267897606,-9.494943619,14.07053185,1.320542932,8.947266579,4.488123894,-9.630070686,classics
classics.0125.wav,-79.0200119,56.35686493,-21.37436104,50.37990952,-10.04441643,30.65378952,-1.976589918,-9.412877083,5.374935627,-2.008156538,8.540267944,5.277091503,-0.203246638,classics
classics.0126.wav,-83.50310516,88.35879517,-10.63491631,41.97495651,-6.768482685,14.07136154,-10.39854717,-7.107799053,11.69075966,-1.717772245,6.284110546,5.509836197,-6.57354641,classics
classics.0127.wav,-80.96562958,64.77017975,-10.34159279,55.29039383,-5.065087318,23.18110657,-2.241630316,-6.427809238,10.31083488,1.608257055,8.322416306,2.749321699,-6.918344498,classics
classics.0128.wav,-138.4911194,46.91517639,-15.79398346,21.56303978,-0.62783283,14.79098415,-3.843868494,-2.090275764,6.760057926,-0.260513902,9.775221825,-1.500882626,-13.06145477,classics
classics.0129.wav,-101.7726135,53.16299438,-17.52293968,16.3625946,1.082206726,12.30266762,-2.834416628,-7.44468832,1.532379746,-1.722972631,5.043887138,0.966665387,-7.66892767,classics
classics.0130.wav,-97.13648987,62.07793808,-9.472583771,21.95337868,2.091848612,8.489373207,-7.308843613,-1.661416292,6.195385933,2.93317318,5.953169823,-1.337674141,-9.119304657,classics
classics.0131.wav,-85.61971283,52.2625618,-8.992858887,22.61040306,0.624847531,9.350032806,-6.505317688,-3.325898647,3.285864592,-0.255072087,5.125146866,1.205355167,-7.901019573,classics
classics.0132.wav,-81.84929657,59.26897812,-6.515638828,24.90475464,7.528292179,6.621722698,-8.676510811,-5.195802689,2.538297176,0.994699001,5.180886269,1.808037758,-9.154671669,classics
classics.0133.wav,-155.5667419,92.42027283,-28.07852554,33.52547073,1.647782803,29.48315239,-19.44351387,2.561455488,8.328111649,8.376663208,3.692157745,-0.652257562,-1.439557076,classics
classics.0134.wav,-111.0539627,111.29245,-31.03416061,30.64936638,-5.416923046,22.04610443,-27.94213676,-1.672991037,7.029567242,13.0981369,4.390563488,4.449886322,-6.407766819,classics
classics.0135.wav,-152.881958,95.93306732,-26.65489006,39.44208145,-15.77270699,36.61504745,-11.25673389,18.3699894,4.09317255,7.723475456,2.325577736,-3.390424013,4.741968155,classics
classics.0136.wav,-117.8204575,100.1507187,-26.9861393,30.85621643,-14.15097904,30.62812614,-27.9568119,6.980328083,3.950655937,8.913455009,5.257249355,-0.704895139,-2.381076097,classics
classics.0137.wav,-120.081459,102.3345413,-25.44292641,35.97875214,-12.82766914,29.09077072,-24.49045181,10.65003014,7.128355026,7.840546131,6.243330002,-0.538134456,-2.541267872,classics
classics.0138.wav,-155.959259,89.98578644,-58.57177734,43.53548431,-8.613471031,17.63591385,0.286008179,-1.708086491,3.093041897,9.171801567,8.05671978,-1.652246356,-5.980840206,classics
classics.0139.wav,-157.5754852,103.7221909,-51.32030487,45.50551224,-7.992368698,12.56454849,-0.922794521,-4.679711819,2.612557888,6.078037739,6.513444901,2.682061672,-3.71421051,classics
classics.0140.wav,-104.1563797,98.95889282,-46.39035797,49.12671661,-3.447591305,13.23000622,2.452097416,-5.602377415,6.897319317,3.82438302,8.673622131,2.708619356,-12.354599,classics
classics.0141.wav,-94.43504333,95.37501526,-48.45436096,45.96201706,-1.206137061,16.59331512,2.24081707,-1.84517014,14.26670551,4.55330658,11.02280998,2.938101053,-9.84558773,classics
classics.0142.wav,-87.1446228,76.54918671,-49.37260818,52.46832275,2.756070375,19.04255867,-0.300118983,-1.974773765,13.06125069,1.938536048,6.461505413,5.463492393,-10.28210163,classics
